Director,Genre(s)
Linda Otto,['Dramas']
Roger Young,"['Dramas', 'Thrillers']"
Rob LaDuca,"['Children & Family Movies', 'Dramas', 'Faith & Spirituality']"
 Robert C. Ramirez,"['Children & Family Movies', 'Dramas', 'Faith & Spirituality']"
Icíar Bollaín,"['Dramas', 'International Movies']"
Joe Dante,"['Horror Movies', 'Action & Adventure', 'Comedies', 'Sci-Fi & Fantasy']"
Ole Bornedal,"['Dramas', 'International Movies']"
Sorin Dan Mihalcescu,"['Dramas', 'Independent Movies', 'Thrillers']"
Shane Acker,"['Action & Adventure', 'Independent Movies', 'Sci-Fi & Fantasy']"
Robert Luketic,"['Thrillers', 'Comedies', 'Romantic Movies', 'Dramas', 'Action & Adventure']"
Kevin Reynolds,['Dramas']
Shravan Kumar,"['Horror Movies', 'International Movies']"
Vikram Bhatt,"['Action & Adventure', 'Comedies', 'Dramas', 'Horror Movies', 'International Movies', 'Thrillers']"
Kunle Afolayan,"['Dramas', 'International Movies', 'Thrillers', 'Comedies', 'Romantic Movies', 'Horror Movies']"
Paul Greengrass,"['Action & Adventure', 'Dramas', 'Thrillers']"
Swapnaneel Jayakar,"['Comedies', 'Dramas', 'Independent Movies']"
Vijay Milton,"['Action & Adventure', 'Dramas', 'International Movies']"
Santwana Bardoloi,"['Dramas', 'International Movies']"
Atanu Ghosh,"['Dramas', 'International Movies', 'Comedies']"
Lyric R. Cabral,['Documentaries']
 David Felix Sutcliffe,['Documentaries']
Michael Margolis,"['Documentaries', 'International Movies']"
Michael Kennedy,"['Comedies', 'Romantic Movies']"
Óskar Thór Axelsson,"['Horror Movies', 'International Movies']"
Ozan Açıktan,"['Comedies', 'International Movies', 'Dramas', 'Romantic Movies', 'Thrillers']"
Karyn Kusama,"['Action & Adventure', 'Sci-Fi & Fantasy', 'Horror Movies', 'Independent Movies', 'Thrillers']"
Adam Deyoe,"['Dramas', 'Romantic Movies']"
Leif Tilden,"['Dramas', 'Romantic Movies', 'Sports Movies']"
Roland Emmerich,"['Action & Adventure', 'Sci-Fi & Fantasy']"
Melinda Janko,['Documentaries']
Sam Upton,"['Dramas', 'Independent Movies', 'Sports Movies']"
Victor Zarcoff,"['Horror Movies', 'Independent Movies', 'Thrillers']"
Daniel Stamm,"['Horror Movies', 'Thrillers', 'Independent Movies']"
Daniel Lee,"['Action & Adventure', 'International Movies']"
Scott Hussion,"['Horror Movies', 'Thrillers']"
 Seth Fuller,"['Horror Movies', 'Thrillers']"
Richard Donner,['Action & Adventure']
Burr Steers,['Comedies']
David Marmor,"['Horror Movies', 'Independent Movies', 'Thrillers']"
Raymond Wood,"['Horror Movies', 'Independent Movies']"
Morgan Neville,"['Documentaries', 'Music & Musicals']"
Hasraf Dulull,['Sci-Fi & Fantasy']
Mike Mills,"['Dramas', 'Independent Movies']"
Jon Lucas,['Comedies']
 Scott Moore,['Comedies']
Joey Curtis,"['Action & Adventure', 'Independent Movies', 'Sci-Fi & Fantasy']"
Brian Smrz,['Action & Adventure']
Nicanor Loreti,"['Action & Adventure', 'Comedies', 'International Movies']"
Simon Napier-Bell,['Documentaries']
Betty Thomas,"['Comedies', 'Dramas']"
Nagesh Kukunoor,"['Comedies', 'Dramas', 'Independent Movies', 'International Movies', 'Thrillers']"
Gaby Dellal,"['Dramas', 'LGBTQ Movies']"
Iman Brotoseno,"['Dramas', 'International Movies', 'Sports Movies']"
Shazia Javed,"['Documentaries', 'Faith & Spirituality']"
Hani Hamdi,"['Comedies', 'International Movies', 'Music & Musicals']"
Ruben Fleischer,"['Action & Adventure', 'Comedies', 'Horror Movies']"
Maciej Dejczer,"['Dramas', 'International Movies']"
Jack C. Newell,"['Documentaries', 'Dramas']"
Andrew Nackman,"['Comedies', 'LGBTQ Movies']"
Anggy Umbara,"['Horror Movies', 'International Movies', 'Action & Adventure', 'Comedies']"
Victor Levin,"['Comedies', 'Dramas', 'Romantic Movies']"
Peter Segal,"['Comedies', 'Romantic Movies', 'Action & Adventure']"
Jonathan Levine,"['Comedies', 'Dramas', 'Independent Movies', 'Horror Movies']"
Rizal Mantovani,"['Horror Movies', 'International Movies', 'Dramas']"
Toa Fraser,"['Action & Adventure', 'Dramas', 'International Movies', 'Documentaries', 'Sports Movies']"
Bharat Jain,"['Horror Movies', 'International Movies', 'Thrillers']"
Trent Haaga,"['Comedies', 'Independent Movies', 'Thrillers']"
Nizar Shafi,['TV Shows']
Meenu Gaur,"['Comedies', 'International Movies', 'Music & Musicals']"
 Farjad Nabi,"['Comedies', 'International Movies', 'Music & Musicals']"
Jon Lucas,['Comedies']
 Scott Moore,['Comedies']
Padmakumar Narasimhamurthy,"['Dramas', 'Independent Movies', 'International Movies', 'Documentaries']"
John Asher,"['Stand-Up Comedy', 'Dramas', 'Sci-Fi & Fantasy']"
Richard Attenborough,"['Action & Adventure', 'Classic Movies', 'Dramas']"
Stanley Kubrick,"['Classic Movies', 'Cult Movies', 'Dramas', 'Romantic Movies']"
Stephen Gyllenhaal,"['Dramas', 'Romantic Movies']"
Tom Fassaert,"['Documentaries', 'International Movies']"
Mark Williams,['Dramas']
Remo D'Souza,"['Dramas', 'International Movies', 'Music & Musicals', 'Action & Adventure', 'Sci-Fi & Fantasy']"
Roman Coppola,"['Comedies', 'Independent Movies']"
Erik Nelson,['Documentaries']
Michael Tiddes,"['Comedies', 'Horror Movies', 'Romantic Movies']"
Teo Konuralp,"['Horror Movies', 'Independent Movies']"
Jim Fall,"['Children & Family Movies', 'Comedies', 'Romantic Movies']"
Andy Goddard,['Thrillers']
Chris Bell,['Documentaries']
Ahmad El-Badri,"['Comedies', 'International Movies']"
J.C. Chandor,"['Action & Adventure', 'Dramas', 'Thrillers']"
Christopher S. Rech,['Documentaries']
 Brandon Kimber,['Documentaries']
John Fortenberry,"['Stand-Up Comedy', 'Comedies', 'Cult Movies']"
Joram Lürsen,"['Dramas', 'International Movies']"
Michael Lennox,"['Dramas', 'Thrillers']"
Kees Van Oostrum,"['Dramas', 'Independent Movies', 'Romantic Movies']"
Michael Damian,"['Dramas', 'Music & Musicals', 'Romantic Movies', 'Children & Family Movies']"
Henry Sarwer-Foner,['Stand-Up Comedy']
Ishaan Trivedi,"['International Movies', 'Thrillers']"
Asghar Farhadi,"['Dramas', 'International Movies', 'Thrillers']"
Ethan Coen,"['Comedies', 'Dramas', 'Independent Movies']"
 Joel Coen,"['Comedies', 'Independent Movies']"
Maria Burton,"['Dramas', 'Independent Movies']"
Natalie Portman,"['Dramas', 'International Movies']"
Martin Lawrence,"['Comedies', 'Romantic Movies']"
Brian Robbins,"['Children & Family Movies', 'Comedies']"
Adam Shankman,"['Dramas', 'Romantic Movies', 'Children & Family Movies', 'Comedies', 'Music & Musicals']"
Neeraj Pandey,"['Dramas', 'International Movies', 'Thrillers', 'Action & Adventure']"
Gregory Caruso,"['Documentaries', 'Dramas', 'Independent Movies', 'Music & Musicals']"
Ava DuVernay,"['Dramas', 'Independent Movies', 'Romantic Movies', 'Documentaries', 'Music & Musicals', 'Children & Family Movies']"
Rusty Nixon,['Horror Movies']
Oliver Daly,"['Action & Adventure', 'Children & Family Movies', 'Independent Movies']"
Ömer Faruk Sorak,"['Action & Adventure', 'Comedies', 'International Movies', 'Dramas', 'Romantic Movies']"
Midhun Manuel Thomas,"['Comedies', 'International Movies']"
Chandrakant Kulkarni,"['Comedies', 'Dramas', 'International Movies', 'Faith & Spirituality']"
Prakash Jha,"['Dramas', 'International Movies', 'Music & Musicals', 'Thrillers']"
Nagesh Kukunoor,"['Comedies', 'Dramas', 'Independent Movies', 'International Movies', 'Thrillers']"
Uttung Shelar,"['Comedies', 'Dramas', 'International Movies']"
Atanu Ghosh,"['Dramas', 'International Movies', 'Comedies']"
A. L. Vijay,"['Comedies', 'Dramas', 'International Movies', 'Sci-Fi & Fantasy']"
Jung-ah Im,"['International TV Shows', 'Korean TV Shows', 'Stand-Up Comedy & Talk Shows']"
 Seung-uk Jo,"['International TV Shows', 'Korean TV Shows', 'Stand-Up Comedy & Talk Shows']"
Chad Van De Keere,"['Children & Family Movies', 'Comedies']"
Chris Weitz,"['Dramas', 'Romantic Movies', 'Thrillers', 'Comedies', 'International Movies']"
 Paul Weitz,"['Comedies', 'Dramas', 'International Movies']"
Daniela Goggi,"['Dramas', 'International Movies']"
Alfonso Serrano Maturino,"['Comedies', 'Dramas', 'International Movies']"
Julien Christian Lutz,"['Dramas', 'Sports Movies']"
Julie Taymor,"['Dramas', 'Music & Musicals', 'Romantic Movies']"
Mike McCoy,['Action & Adventure']
 Scott Waugh,['Action & Adventure']
Mahsun Kırmızıgül,"['Dramas', 'International Movies', 'Action & Adventure']"
Brett Donowho,['Action & Adventure']
Thierry Donard,"['Action & Adventure', 'Documentaries', 'International Movies']"
Anne Fontaine,"['Dramas', 'Independent Movies', 'International Movies']"
Sandeep Chatterjee,"['Horror Movies', 'Independent Movies', 'International Movies']"
Kyle Rideout,['Comedies']
Bryce Wagoner,['Documentaries']
Brittany Andrews,['Documentaries']
Antonio Campos,"['Dramas', 'Thrillers', 'Independent Movies']"
Nicolás López,"['Action & Adventure', 'Horror Movies', 'Comedies', 'Dramas', 'International Movies']"
Terry Loane,['Dramas']
Shivam Nair,"['Action & Adventure', 'International Movies', 'Dramas', 'Romantic Movies']"
Alison Klayman,['Documentaries']
Biswajeet Bora,"['Dramas', 'Independent Movies', 'International Movies']"
Abbas Alibhai Burmawalla,"['Action & Adventure', 'International Movies', 'Music & Musicals', 'Romantic Movies', 'Comedies']"
 Mastan Alibhai Burmawalla,"['Action & Adventure', 'International Movies', 'Music & Musicals', 'Romantic Movies', 'Comedies']"
Castille Landon,['Children & Family Movies']
Gervasio Iglesias,"['Documentaries', 'International Movies', 'Music & Musicals']"
 Alexis Morante,"['Documentaries', 'International Movies', 'Music & Musicals']"
Martin Scorsese,"['Thrillers', 'Documentaries', 'Music & Musicals', 'Children & Family Movies', 'Dramas', 'Classic Movies', 'Comedies', 'Independent Movies', 'Sports Movies']"
J. Michael Long,['Documentaries']
Sean McNamara,"['Children & Family Movies', 'Comedies', 'Sci-Fi & Fantasy', 'Dramas', 'Faith & Spirituality', 'Sports Movies']"
Susan Glatzer,['Documentaries']
Eva Vives,"['Comedies', 'Dramas', 'Independent Movies']"
Don Bluth,['Children & Family Movies']
 Gary Goldman,['Children & Family Movies']
 Dan Kuenster,['Children & Family Movies']
Víctor García,"['International Movies', 'Thrillers']"
Charlie Vaughn,"['Children & Family Movies', 'Independent Movies']"
Chris Blake,"['Horror Movies', 'Thrillers']"
Jonathan Levine,"['Comedies', 'Dramas', 'Independent Movies', 'Horror Movies']"
Matthew Hope,['Action & Adventure']
Vincent Perez,['Dramas']
Lee Tamahori,"['Thrillers', 'Action & Adventure', 'Sci-Fi & Fantasy']"
Richard Rich,['Children & Family Movies']
Richard Rich,['Children & Family Movies']
Greg Kohs,['Documentaries']
Trey Haley,"['Comedies', 'Romantic Movies']"
Atul Malhotra,"['Comedies', 'Dramas', 'International Movies']"
Manmohan Desai,"['Action & Adventure', 'Classic Movies', 'Comedies']"
Khaled Youssef,"['Dramas', 'International Movies']"
Charlie Siskel,['Documentaries']
Michael Cuesta,"['Dramas', 'Thrillers', 'Action & Adventure']"
Sam Mendes,"['Dramas', 'Romantic Movies']"
Brendon Marotta,['Documentaries']
Barak Goodman,"['Documentaries', 'Music & Musicals']"
Sharon Grimberg,['Docuseries']
Mark Zwonitzer,['Documentaries']
Wilson Coneybeare,['Thrillers']
Sarik Andreasyan,"['Action & Adventure', 'Dramas']"
Tony Kaye,['Dramas']
Andrea Arnold,"['Dramas', 'Independent Movies']"
Nick Davis,"['Documentaries', 'Sports Movies']"
Mary Harron,"['Dramas', 'Comedies', 'Cult Movies']"
Jerry G. Angelo,['Dramas']
Asif Kapadia,"['Documentaries', 'International Movies', 'Music & Musicals', 'Sports Movies']"
Karan Bali,"['Documentaries', 'International Movies']"
Don Bluth,['Children & Family Movies']
Phil Nibbelink,['Children & Family Movies']
 Simon Wells,['Children & Family Movies']
Larry Latham,['Children & Family Movies']
Larry Latham,['Children & Family Movies']
Wael Ehsan,"['Comedies', 'International Movies', 'Romantic Movies', 'Dramas']"
Perry Lang,"['Dramas', 'Faith & Spirituality']"
Ismail Farouk,"['Comedies', 'Dramas', 'International Movies', 'Music & Musicals']"
 Hazem Fouda,"['Comedies', 'International Movies', 'Dramas']"
Avinash Das,"['Dramas', 'Independent Movies', 'International Movies']"
Carlos Marques-Marcet,"['Comedies', 'Dramas', 'LGBTQ Movies']"
Tim Blake Nelson,"['Dramas', 'Independent Movies']"
Luis Mandoki,"['Dramas', 'Romantic Movies']"
Peter Segal,"['Comedies', 'Romantic Movies', 'Action & Adventure']"
Pan Nalin,"['Dramas', 'Independent Movies', 'International Movies']"
Sohail Tatari,"['Dramas', 'International Movies', 'Thrillers']"
Paul Serafini,['Children & Family Movies']
Juan Zapata,"['Dramas', 'Independent Movies', 'International Movies']"
Peyton Reed,"['Comedies', 'Romantic Movies', 'Action & Adventure', 'Sci-Fi & Fantasy', 'Dramas']"
Sherif Ismail,"['Comedies', 'International Movies']"
Anirban Majumder,"['Children & Family Movies', 'Sports Movies']"
Ken Barbet,"['Action & Adventure', 'Horror Movies']"
Manish Jha,"['Dramas', 'Independent Movies', 'International Movies', 'Comedies']"
David Salzberg,['Documentaries']
 Christian Tureaud,['Documentaries']
J.F. Musial,['Documentaries']
 Josh Vietze,['Documentaries']
Gonzalo López-Gallego,"['Action & Adventure', 'Dramas', 'Horror Movies', 'Sci-Fi & Fantasy', 'Thrillers']"
Christian Desmares,"['Action & Adventure', 'Comedies', 'International Movies']"
 Franck Ekinci,"['Action & Adventure', 'Comedies', 'International Movies']"
Christopher Chambers,"['Dramas', 'Independent Movies']"
Khaled El Halafawy,"['Comedies', 'Dramas', 'International Movies']"
Nia Dinata,"['Comedies', 'Dramas', 'International Movies']"
Jason Winer,"['Comedies', 'Romantic Movies']"
Sarah Smith,"['Children & Family Movies', 'Comedies']"
John Erick Dowdle,"['Action & Adventure', 'Horror Movies', 'Thrillers']"
James L. Brooks,"['Comedies', 'Romantic Movies']"
John Murlowski,"['Horror Movies', 'Sci-Fi & Fantasy', 'Thrillers']"
Sung-soo Kim,"['Action & Adventure', 'Dramas', 'International Movies']"
Mike Nicoll,"['Documentaries', 'Sports Movies']"
Jason Stone,"['Dramas', 'Sci-Fi & Fantasy']"
Mez Tharatorn,"['Comedies', 'International Movies', 'Romantic Movies']"
David Morris,"['Documentaries', 'International Movies']"
 Jacqui Morris,"['Documentaries', 'International Movies']"
Fabrizio Copano,"['Comedies', 'Independent Movies', 'International Movies']"
 Augusto Matte,"['Comedies', 'Independent Movies', 'International Movies']"
Mike Rossiter,['Documentaries']
Gabe Ibáñez,"['International Movies', 'Sci-Fi & Fantasy', 'Thrillers']"
Anthony Russo,"['Action & Adventure', 'Sci-Fi & Fantasy']"
 Joe Russo,"['Action & Adventure', 'Sci-Fi & Fantasy']"
Levan Tsikurishvili,"['Documentaries', 'International Movies', 'Music & Musicals']"
Anthony D'Souza,"['Action & Adventure', 'Comedies', 'Dramas', 'International Movies', 'Sports Movies']"
Ajay Bahl,"['Dramas', 'Independent Movies', 'International Movies']"
Çagan Irmak,"['Dramas', 'International Movies']"
Alejandro G. Iñárritu,"['Dramas', 'Independent Movies']"
Shikha Makan,"['Documentaries', 'International Movies']"
José Eduardo Belmonte,"['Comedies', 'Dramas', 'International Movies']"
Adam MacDonald,"['Horror Movies', 'Independent Movies', 'Thrillers']"
Dave Patten,"['Dramas', 'Independent Movies', 'Thrillers']"
Michael Petroni,"['Dramas', 'Thrillers']"
Michael Bay,"['Action & Adventure', 'Dramas', 'Comedies']"
Michael Bay,"['Action & Adventure', 'Dramas', 'Comedies']"
David Chirchirillo,['Thrillers']
Salima Koroma,"['Documentaries', 'Music & Musicals']"
Sumitra Bhave,"['Dramas', 'International Movies', 'Independent Movies']"
 Sunil Sukthankar,"['Dramas', 'International Movies', 'Independent Movies']"
Justin Lee,['Dramas']
Simon Wells,"['Children & Family Movies', 'Dramas', 'Action & Adventure', 'Sci-Fi & Fantasy']"
Phil Weinstein,['Children & Family Movies']
Phil Weinstein,['Children & Family Movies']
Haissam Hussain,"['International Movies', 'Romantic Movies']"
Burak Aksak,"['Comedies', 'International Movies', 'Romantic Movies']"
Zoe Lister-Jones,"['Comedies', 'Dramas', 'Independent Movies']"
Aaron Nee,"['Action & Adventure', 'Comedies', 'Independent Movies']"
 Adam Nee,"['Action & Adventure', 'Comedies', 'Independent Movies']"
Tanit Jitnukul,"['Action & Adventure', 'International Movies']"
Manop Janjarasskul,"['Dramas', 'International Movies']"
Adisorn Tresirikasem,"['Comedies', 'International Movies', 'Romantic Movies']"
Jordi Llompart,"['Documentaries', 'International Movies', 'Sports Movies']"
Raja Menon,"['Dramas', 'International Movies']"
Matthew Salleh,"['Documentaries', 'International Movies']"
Kyran Kelly,"[""Kids' TV"", 'Children & Family Movies']"
Adam Wood,['Children & Family Movies']
Zeke Norton,['Children & Family Movies']
Karen J. Lloyd,"['Children & Family Movies', 'Comedies']"
Andrew Tan,"['Children & Family Movies', ""Kids' TV""]"
 Michael Goguen,['Children & Family Movies']
William Lau,"['Children & Family Movies', 'Music & Musicals']"
Ezekiel Norton,['Children & Family Movies']
Conrad Helten,"['Children & Family Movies', 'Music & Musicals']"
Ezekiel Norton,['Children & Family Movies']
Conrad Helten,"['Children & Family Movies', 'Music & Musicals']"
 Ezekiel Norton,['Children & Family Movies']
 Michael Goguen,['Children & Family Movies']
Kyle Newman,"['Action & Adventure', 'Comedies']"
Esteban Vidal,"['Comedies', 'International Movies']"
Rajkumar Santoshi,"['Comedies', 'International Movies', 'Music & Musicals', 'Dramas', 'Action & Adventure', 'Cult Movies']"
David Zucker,"['Comedies', 'Romantic Movies', 'Sports Movies', 'Cult Movies']"
Paul Verhoeven,"['Action & Adventure', 'Sci-Fi & Fantasy', 'Classic Movies', 'Thrillers']"
Dava Whisenant,"['Documentaries', 'Music & Musicals']"
Hrishikesh Mukherjee,"['Classic Movies', 'Comedies', 'Dramas', 'International Movies']"
Sagar Sarhadi,"['Dramas', 'Independent Movies', 'International Movies']"
Lilibet Foster,['Documentaries']
Joshua Caldwell,"['Comedies', 'Dramas', 'Romantic Movies']"
Volker Arzt,"['Documentaries', 'International Movies']"
 Angelika Sigl,"['Documentaries', 'International Movies']"
Mel Smith,"['Comedies', 'International Movies']"
Mike Judge,"['Comedies', 'Cult Movies']"
Bruce W. Smith,['Comedies']
Agasyah Karim,"['Comedies', 'Dramas', 'International Movies']"
 Khalid Kashogi,"['Comedies', 'Dramas', 'International Movies']"
Khaled El Halafawy,"['Comedies', 'Dramas', 'International Movies']"
Julian Jarrold,"['Dramas', 'Romantic Movies']"
Adam Shankman,"['Dramas', 'Romantic Movies', 'Children & Family Movies', 'Comedies', 'Music & Musicals']"
Fisher Stevens,['Documentaries']
Keiko Yagi,"['Documentaries', 'International Movies']"
Katherine Fairfax Wright,"['Documentaries', 'LGBTQ Movies', 'Music & Musicals']"
Rajeev Chaudhari,"['Dramas', 'International Movies', 'Romantic Movies']"
Anthony Wonke,"['Documentaries', 'International Movies', 'Sports Movies']"
April Mullen,"['Dramas', 'Independent Movies', 'International Movies']"
